chi-0_fa,chi-1_fa,chi-2_fa,chi-3_fa,chi-4_fa,chi-5_fa,Z-0_fa,Z-1_fa,Z-2_fa,Z-3_fa,Z-4_fa,Z-5_fa,I-0_fa,I-1_fa,I-2_fa,I-3_fa,I-4_fa,I-5_fa,T-0_fa,T-1_fa,T-2_fa,T-3_fa,T-4_fa,T-5_fa,S-0_fa,S-1_fa,S-2_fa,S-3_fa,S-4_fa,S-5_fa,chi-0_ma,chi-1_ma,chi-2_ma,chi-3_ma,chi-4_ma,chi-5_ma,Z-0_ma,Z-1_ma,Z-2_ma,Z-3_ma,Z-4_ma,Z-5_ma,I-0_ma,I-1_ma,I-2_ma,I-3_ma,I-4_ma,I-5_ma,T-0_ma,T-1_ma,T-2_ma,T-3_ma,T-4_ma,T-5_ma,S-0_ma,S-1_ma,S-2_ma,S-3_ma,S-4_ma,S-5_ma,chi-0_md,chi-1_md,chi-2_md,chi-3_md,chi-4_md,chi-5_md,Z-0_md,Z-1_md,Z-2_md,Z-3_md,Z-4_md,Z-5_md,I-0_md,I-1_md,I-2_md,I-3_md,I-4_md,I-5_md,T-0_md,T-1_md,T-2_md,T-3_md,T-4_md,T-5_md,S-0_md,S-1_md,S-2_md,S-3_md,S-4_md,S-5_md,distance,barrier,smiles,filename
244.8959,526.19,996.3834,1189.636,1494.5636,1785.2,6673.0,5802.0,7800.0,10318.0,6620.0,3144.0,40.0,82.0,156.0,186.0,244.0,288.0,238.0,600.0,888.0,1098.0,1128.0,960.0,14.7272,38.6262,61.056,76.3278,90.492,82.1248,244.8959,526.19,996.3834,1189.636,1494.5636,1785.2,6673.0,5802.0,7800.0,10318.0,6620.0,3144.0,40.0,82.0,156.0,186.0,244.0,288.0,238.0,600.0,888.0,1098.0,1128.0,960.0,14.7272,38.6262,61.056,76.3278,90.492,82.1248,244.8959,526.19,996.3834,1189.636,1494.5636,1785.2,6673.0,5802.0,7800.0,10318.0,6620.0,3144.0,40.0,82.0,156.0,186.0,244.0,288.0,238.0,600.0,888.0,1098.0,1128.0,960.0,14.7272,38.6262,61.056,76.3278,90.492,82.1248,1.0331,13.3,[Ir]([C-]1N(C)CCN(C)1)([C-]1N(C)CCN(C)1)(C#[N+][H])(F)[H],ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1
186.092,395.773,727.962,851.9642,1205.095,848.3232,6719.0,6874.0,7712.0,7288.0,3554.0,1768.0,31.0,62.0,114.0,140.0,204.0,136.0,176.0,440.0,648.0,720.0,652.0,598.0,12.1775,30.629,47.9406,61.1936,62.7756,45.6232,186.092,395.773,727.962,851.9642,1205.095,848.3232,6719.0,6874.0,7712.0,7288.0,3554.0,1768.0,31.0,62.0,114.0,140.0,204.0,136.0,176.0,440.0,648.0,720.0,652.0,598.0,12.1775,30.629,47.9406,61.1936,62.7756,45.6232,186.092,395.773,727.962,851.9642,1205.095,848.3232,6719.0,6874.0,7712.0,7288.0,3554.0,1768.0,31.0,62.0,114.0,140.0,204.0,136.0,176.0,440.0,648.0,720.0,652.0,598.0,12.1775,30.629,47.9406,61.1936,62.7756,45.6232,0.9224,9.5,[Ir](n1ccnc1)([N+](C)(C)C)(C#[N+]C)([Cl])[H],ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1
226.3691,490.318,904.0304,1033.8008,1233.682,1468.3908,6653.0,5480.0,8278.0,9606.0,5626.0,3288.0,37.0,76.0,142.0,166.0,202.0,238.0,218.0,546.0,788.0,916.0,968.0,912.0,14.3453,36.9796,57.8262,69.7214,79.1382,76.483,226.3691,490.318,904.0304,1033.8008,1233.682,1468.3908,6653.0,5480.0,8278.0,9606.0,5626.0,3288.0,37.0,76.0,142.0,166.0,202.0,238.0,218.0,546.0,788.0,916.0,968.0,912.0,14.3453,36.9796,57.8262,69.7214,79.1382,76.483,226.3691,490.318,904.0304,1033.8008,1233.682,1468.3908,6653.0,5480.0,8278.0,9606.0,5626.0,3288.0,37.0,76.0,142.0,166.0,202.0,238.0,218.0,546.0,788.0,916.0,968.0,912.0,14.3453,36.9796,57.8262,69.7214,79.1382,76.483,0.8828,10.2,[Ir]([N+]1=COCC1)([C-]1N(C)CCN(C)1)(C#[N+]C)(C#N)[H],ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1
284.6539,607.513,1106.3848,1428.7642,2023.0218,2640.5362,7139.0,7502.0,10194.0,14588.0,9304.0,5986.0,50.0,100.0,190.0,246.0,346.0,456.0,290.0,736.0,1086.0,1462.0,1724.0,1744.0,18.5616,47.7534,76.199,102.9366,132.2808,140.2218,284.6539,607.513,1106.3848,1428.7642,2023.0218,2640.5362,7139.0,7502.0,10194.0,14588.0,9304.0,5986.0,50.0,100.0,190.0,246.0,346.0,456.0,290.0,736.0,1086.0,1462.0,1724.0,1744.0,18.5616,47.7534,76.199,102.9366,132.2808,140.2218,284.6539,607.513,1106.3848,1428.7642,2023.0218,2640.5362,7139.0,7502.0,10194.0,14588.0,9304.0,5986.0,50.0,100.0,190.0,246.0,346.0,456.0,290.0,736.0,1086.0,1462.0,1724.0,1744.0,18.5616,47.7534,76.199,102.9366,132.2808,140.2218,0.9262,11.7,[Ir]([P+](CC)(CC)CC)([C-]1N(C)CCN(C)1)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
328.0133,708.498,1210.2756,1616.3658,2021.9064,2643.09,7285.0,8482.0,10948.0,15086.0,14848.0,11650.0,54.0,114.0,196.0,264.0,328.0,420.0,310.0,798.0,1210.0,1544.0,1804.0,1998.0,22.6777,58.6702,92.594,121.1454,148.929,169.957,328.0133,708.498,1210.2756,1616.3658,2021.9064,2643.09,7285.0,8482.0,10948.0,15086.0,14848.0,11650.0,54.0,114.0,196.0,264.0,328.0,420.0,310.0,798.0,1210.0,1544.0,1804.0,1998.0,22.6777,58.6702,92.594,121.1454,148.929,169.957,328.0133,708.498,1210.2756,1616.3658,2021.9064,2643.09,7285.0,8482.0,10948.0,15086.0,14848.0,11650.0,54.0,114.0,196.0,264.0,328.0,420.0,310.0,798.0,1210.0,1544.0,1804.0,1998.0,22.6777,58.6702,92.594,121.1454,148.929,169.957,0.9853,15.5,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([C-]1N(C)C=CN(C)1)(C#[O+])(F)[H],ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_fluoride_1_smi1_1_s_1
163.069,340.139,606.457,727.3042,757.6239999999998,642.8822,7891.0,11152.0,8870.0,8874.0,5616.0,2410.0,26.0,54.0,96.0,120.0,124.0,100.0,150.0,382.0,550.0,558.0,464.0,366.0,12.7704,31.781,49.4454,55.7962,51.9106,37.8558,163.069,340.139,606.457,727.3042,757.6239999999998,642.8822,7891.0,11152.0,8870.0,8874.0,5616.0,2410.0,26.0,54.0,96.0,120.0,124.0,100.0,150.0,382.0,550.0,558.0,464.0,366.0,12.7704,31.781,49.4454,55.7962,51.9106,37.8558,163.069,340.139,606.457,727.3042,757.6239999999998,642.8822,7891.0,11152.0,8870.0,8874.0,5616.0,2410.0,26.0,54.0,96.0,120.0,124.0,100.0,150.0,382.0,550.0,558.0,464.0,366.0,12.7704,31.781,49.4454,55.7962,51.9106,37.8558,0.9511,13.3,[Ir]([N+]1=COCC1)([p+]1ccccc1)(C#[O+])([Br])[H],ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1
214.5882,461.086,806.1058,968.3032,1215.6498,1360.4802,6663.0,5590.0,8104.0,9718.0,5220.0,3198.0,34.0,70.0,124.0,154.0,194.0,216.0,194.0,492.0,734.0,862.0,894.0,800.0,13.9042,35.2166,54.2148,66.543,75.6258,71.03,214.5882,461.086,806.1058,968.3032,1215.6498,1360.4802,6663.0,5590.0,8104.0,9718.0,5220.0,3198.0,34.0,70.0,124.0,154.0,194.0,216.0,194.0,492.0,734.0,862.0,894.0,800.0,13.9042,35.2166,54.2148,66.543,75.6258,71.03,214.5882,461.086,806.1058,968.3032,1215.6498,1360.4802,6663.0,5590.0,8104.0,9718.0,5220.0,3198.0,34.0,70.0,124.0,154.0,194.0,216.0,194.0,492.0,734.0,862.0,894.0,800.0,13.9042,35.2166,54.2148,66.543,75.6258,71.03,0.98,18.0,[Ir](n1ccnc1)([C-]1N(C)CCN(C)1)(C#[N+][H])(N=C=O)[H],ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1
230.3792,461.8730000000001,854.67,1262.4908,1984.584,1919.289,6895.0,8766.0,9826.0,9126.0,5318.0,2568.0,41.0,80.0,156.0,220.0,344.0,336.0,236.0,612.0,940.0,1244.0,1340.0,1164.0,14.6791,39.6148,65.6382,90.4354,106.1692,91.0158,230.3792,461.8730000000001,854.67,1262.4908,1984.584,1919.289,6895.0,8766.0,9826.0,9126.0,5318.0,2568.0,41.0,80.0,156.0,220.0,344.0,336.0,236.0,612.0,940.0,1244.0,1340.0,1164.0,14.6791,39.6148,65.6382,90.4354,106.1692,91.0158,230.3792,461.8730000000001,854.67,1262.4908,1984.584,1919.289,6895.0,8766.0,9826.0,9126.0,5318.0,2568.0,41.0,80.0,156.0,220.0,344.0,336.0,236.0,612.0,940.0,1244.0,1340.0,1164.0,14.6791,39.6148,65.6382,90.4354,106.1692,91.0158,0.9824,13.3,[Ir]([P+](CC)(CC)CC)([P+](C)(C)C)(C#[N+][H])(F)[H],ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1
195.0808,403.059,705.7266,867.5538,1018.3794,1050.712,6807.0,7174.0,7876.0,8766.0,5670.0,2666.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,13.601,34.7386,52.8292,62.1432,66.0548,55.9146,195.0808,403.059,705.7266,867.5538,1018.3794,1050.712,6807.0,7174.0,7876.0,8766.0,5670.0,2666.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,13.601,34.7386,52.8292,62.1432,66.0548,55.9146,195.0808,403.059,705.7266,867.5538,1018.3794,1050.712,6807.0,7174.0,7876.0,8766.0,5670.0,2666.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,13.601,34.7386,52.8292,62.1432,66.0548,55.9146,1.0098,19.4,[Ir]([C-]1N(C)C=CN(C)1)([p+]1ccccc1)(C#[O+])(F)[H],ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_fluoride_1_smi1_1_s_1
181.794,385.848,647.5228,754.7454,817.827,852.0210000000002,6999.0,8524.0,7798.0,8350.0,6282.0,2952.0,30.0,62.0,104.0,124.0,136.0,138.0,166.0,406.0,558.0,630.0,594.0,544.0,13.9697,34.9428,51.92,59.534,60.1712,52.9782,181.794,385.848,647.5228,754.7454,817.827,852.0210000000002,6999.0,8524.0,7798.0,8350.0,6282.0,2952.0,30.0,62.0,104.0,124.0,136.0,138.0,166.0,406.0,558.0,630.0,594.0,544.0,13.9697,34.9428,51.92,59.534,60.1712,52.9782,181.794,385.848,647.5228,754.7454,817.827,852.0210000000002,6999.0,8524.0,7798.0,8350.0,6282.0,2952.0,30.0,62.0,104.0,124.0,136.0,138.0,166.0,406.0,558.0,630.0,594.0,544.0,13.9697,34.9428,51.92,59.534,60.1712,52.9782,0.9547,15.9,[Ir]([n+]1ccncc1)([p+]1ccccc1)(C#[N+]C)([Cl])[H],ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1
186.1392,373.2064,646.818,935.1574,1326.5528,1057.4966,6759.0,6970.0,10398.0,6880.0,3744.0,2024.0,29.0,58.0,106.0,148.0,214.0,154.0,164.0,428.0,666.0,766.0,658.0,442.0,12.3536,31.5478,51.714,65.083,67.2674,49.5478,186.1392,373.2064,646.818,935.1574,1326.5528,1057.4966,6759.0,6970.0,10398.0,6880.0,3744.0,2024.0,29.0,58.0,106.0,148.0,214.0,154.0,164.0,428.0,666.0,766.0,658.0,442.0,12.3536,31.5478,51.714,65.083,67.2674,49.5478,186.1392,373.2064,646.818,935.1574,1326.5528,1057.4966,6759.0,6970.0,10398.0,6880.0,3744.0,2024.0,29.0,58.0,106.0,148.0,214.0,154.0,164.0,428.0,666.0,766.0,658.0,442.0,12.3536,31.5478,51.714,65.083,67.2674,49.5478,0.9168,8.0,[Ir]([P+](C)(C)C)(n1ccnc1)(C#[O+])([N+](=O)([O-]))[H],ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1
183.8441,393.91,694.3042,796.4060000000002,930.1702,958.5136,7751.0,9696.0,8274.0,9956.0,6354.0,2680.0,29.0,60.0,106.0,124.0,148.0,152.0,166.0,416.0,602.0,668.0,642.0,508.0,13.0752,32.2806,49.663,58.057,63.1856,51.576,183.8441,393.91,694.3042,796.4060000000002,930.1702,958.5136,7751.0,9696.0,8274.0,9956.0,6354.0,2680.0,29.0,60.0,106.0,124.0,148.0,152.0,166.0,416.0,602.0,668.0,642.0,508.0,13.0752,32.2806,49.663,58.057,63.1856,51.576,183.8441,393.91,694.3042,796.4060000000002,930.1702,958.5136,7751.0,9696.0,8274.0,9956.0,6354.0,2680.0,29.0,60.0,106.0,124.0,148.0,152.0,166.0,416.0,602.0,668.0,642.0,508.0,13.0752,32.2806,49.663,58.057,63.1856,51.576,0.8852,10.9,[Ir]([C-]1N(C)C=CN(C)1)(n1ccnc1)(C#[O+])([Br])[H],ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1
175.2397,349.394,627.387,972.6648,1581.469,1052.568,6971.0,9586.0,10004.0,6766.0,2788.0,972.0,32.0,62.0,120.0,172.0,296.0,180.0,182.0,474.0,760.0,944.0,818.0,504.0,12.5857,33.657,56.1362,76.051,79.05199999999998,45.4212,175.2397,349.394,627.387,972.6648,1581.469,1052.568,6971.0,9586.0,10004.0,6766.0,2788.0,972.0,32.0,62.0,120.0,172.0,296.0,180.0,182.0,474.0,760.0,944.0,818.0,504.0,12.5857,33.657,56.1362,76.051,79.05199999999998,45.4212,175.2397,349.394,627.387,972.6648,1581.469,1052.568,6971.0,9586.0,10004.0,6766.0,2788.0,972.0,32.0,62.0,120.0,172.0,296.0,180.0,182.0,474.0,760.0,944.0,818.0,504.0,12.5857,33.657,56.1362,76.051,79.05199999999998,45.4212,0.8622,6.2,[Ir]([P+](C)(C)C)([P+](C)(C)C)(C#[O+])(S)[H],ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-sh_1_smi1_1_s_1
176.5394,365.756,569.6312,679.9244,687.9860000000001,699.2080000000002,9683.0,7318.0,7384.0,7738.0,5326.0,2558.0,31.0,62.0,100.0,122.0,124.0,122.0,162.0,396.0,540.0,588.0,548.0,538.0,17.8796,34.6658,50.0874,56.0534,52.8956,47.5666,176.5394,365.756,569.6312,679.9244,687.9860000000001,699.2080000000002,9683.0,7318.0,7384.0,7738.0,5326.0,2558.0,31.0,62.0,100.0,122.0,124.0,122.0,162.0,396.0,540.0,588.0,548.0,538.0,17.8796,34.6658,50.0874,56.0534,52.8956,47.5666,176.5394,365.756,569.6312,679.9244,687.9860000000001,699.2080000000002,9683.0,7318.0,7384.0,7738.0,5326.0,2558.0,31.0,62.0,100.0,122.0,124.0,122.0,162.0,396.0,540.0,588.0,548.0,538.0,17.8796,34.6658,50.0874,56.0534,52.8956,47.5666,0.8956,9.3,[Ir]([p+]1ccccc1)([p+]1ccccc1)(C#[N+]C)([I])[H],ir_tbp_1_dft-phos_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1
186.2335,372.086,704.3236,1004.156,1681.0770000000002,913.968,7469.0,10378.0,9702.0,6650.0,2656.0,972.0,32.0,62.0,120.0,166.0,290.0,156.0,182.0,468.0,742.0,902.0,800.0,552.0,11.8584,31.461,51.636,70.4842,72.3326,44.178,186.2335,372.086,704.3236,1004.156,1681.0770000000002,913.968,7469.0,10378.0,9702.0,6650.0,2656.0,972.0,32.0,62.0,120.0,166.0,290.0,156.0,182.0,468.0,742.0,902.0,800.0,552.0,11.8584,31.461,51.636,70.4842,72.3326,44.178,186.2335,372.086,704.3236,1004.156,1681.0770000000002,913.968,7469.0,10378.0,9702.0,6650.0,2656.0,972.0,32.0,62.0,120.0,166.0,290.0,156.0,182.0,468.0,742.0,902.0,800.0,552.0,11.8584,31.461,51.636,70.4842,72.3326,44.178,0.9886,16.2,[Ir]([As+](C)(C)C)([N+](C)(C)C)(C#[N+][H])(F)[H],ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1
167.5671,349.5019999999999,675.4232,739.0072,789.798,622.7944,6771.0,6932.0,7104.0,7516.0,3412.0,1608.0,25.0,52.0,98.0,116.0,120.0,92.0,150.0,384.0,558.0,528.0,434.0,344.0,11.2369,28.2568,44.4978,49.628,45.5528,32.2236,167.5671,349.5019999999999,675.4232,739.0072,789.798,622.7944,6771.0,6932.0,7104.0,7516.0,3412.0,1608.0,25.0,52.0,98.0,116.0,120.0,92.0,150.0,384.0,558.0,528.0,434.0,344.0,11.2369,28.2568,44.4978,49.628,45.5528,32.2236,167.5671,349.5019999999999,675.4232,739.0072,789.798,622.7944,6771.0,6932.0,7104.0,7516.0,3412.0,1608.0,25.0,52.0,98.0,116.0,120.0,92.0,150.0,384.0,558.0,528.0,434.0,344.0,11.2369,28.2568,44.4978,49.628,45.5528,32.2236,0.9389,14.5,[Ir]([N+]1=COCC1)([N+]1=COCC1)(C#[O+])([Cl])[H],ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1
184.3377,382.026,641.1574,895.9860000000001,1310.1822,991.394,7809.0,10514.0,9962.0,9846.0,6082.0,3424.0,31.0,62.0,108.0,148.0,226.0,164.0,170.0,432.0,664.0,810.0,746.0,592.0,14.021,34.974000000000004,53.8882,69.1186,74.5974,60.4328,184.3377,382.026,641.1574,895.9860000000001,1310.1822,991.394,7809.0,10514.0,9962.0,9846.0,6082.0,3424.0,31.0,62.0,108.0,148.0,226.0,164.0,170.0,432.0,664.0,810.0,746.0,592.0,14.021,34.974000000000004,53.8882,69.1186,74.5974,60.4328,184.3377,382.026,641.1574,895.9860000000001,1310.1822,991.394,7809.0,10514.0,9962.0,9846.0,6082.0,3424.0,31.0,62.0,108.0,148.0,226.0,164.0,170.0,432.0,664.0,810.0,746.0,592.0,14.021,34.974000000000004,53.8882,69.1186,74.5974,60.4328,0.9755,12.9,[Ir]([n+]1ccncc1)([As+](C)(C)C)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
200.6029,420.838,783.9498,926.9028,1071.2378,1165.0496,6609.0,5716.0,7290.0,8270.0,4670.0,2264.0,31.0,64.0,118.0,142.0,168.0,180.0,182.0,462.0,678.0,762.0,730.0,576.0,12.5535,32.242,50.1726,59.0254,63.4032,53.8848,200.6029,420.838,783.9498,926.9028,1071.2378,1165.0496,6609.0,5716.0,7290.0,8270.0,4670.0,2264.0,31.0,64.0,118.0,142.0,168.0,180.0,182.0,462.0,678.0,762.0,730.0,576.0,12.5535,32.242,50.1726,59.0254,63.4032,53.8848,200.6029,420.838,783.9498,926.9028,1071.2378,1165.0496,6609.0,5716.0,7290.0,8270.0,4670.0,2264.0,31.0,64.0,118.0,142.0,168.0,180.0,182.0,462.0,678.0,762.0,730.0,576.0,12.5535,32.242,50.1726,59.0254,63.4032,53.8848,0.9904,19.0,[Ir](n1ccnc1)([C-]1N(C)CCN(C)1)(C#[O+])(F)[H],ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1
181.3959,373.204,727.0708,984.4412,1596.429,878.328,7587.0,9440.0,9272.0,7532.0,3096.0,936.0,31.0,60.0,118.0,164.0,282.0,144.0,178.0,460.0,728.0,872.0,732.0,468.0,11.5858,28.6678,47.8262,71.153,72.5622,40.4928,181.3959,373.204,727.0708,984.4412,1596.429,878.328,7587.0,9440.0,9272.0,7532.0,3096.0,936.0,31.0,60.0,118.0,164.0,282.0,144.0,178.0,460.0,728.0,872.0,732.0,468.0,11.5858,28.6678,47.8262,71.153,72.5622,40.4928,181.3959,373.204,727.0708,984.4412,1596.429,878.328,7587.0,9440.0,9272.0,7532.0,3096.0,936.0,31.0,60.0,118.0,164.0,282.0,144.0,178.0,460.0,728.0,872.0,732.0,468.0,11.5858,28.6678,47.8262,71.153,72.5622,40.4928,0.8425,7.9,[Ir]([N+](C)(C)C)([N+](C)(C)C)(C#[O+])([Br])[H],ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_bromide_1_smi1_1_s_1
195.0348,402.218,755.71,1054.0246,1754.2218,1176.9864,6703.0,5404.0,9244.0,7784.0,3288.0,2560.0,33.0,64.0,122.0,174.0,304.0,194.0,186.0,482.0,774.0,976.0,890.0,590.0,12.482,30.325,49.4068,73.8404,80.992,61.6632,195.0348,402.218,755.71,1054.0246,1754.2218,1176.9864,6703.0,5404.0,9244.0,7784.0,3288.0,2560.0,33.0,64.0,122.0,174.0,304.0,194.0,186.0,482.0,774.0,976.0,890.0,590.0,12.482,30.325,49.4068,73.8404,80.992,61.6632,195.0348,402.218,755.71,1054.0246,1754.2218,1176.9864,6703.0,5404.0,9244.0,7784.0,3288.0,2560.0,33.0,64.0,122.0,174.0,304.0,194.0,186.0,482.0,774.0,976.0,890.0,590.0,12.482,30.325,49.4068,73.8404,80.992,61.6632,0.9392,14.2,[Ir]([N+](C)(C)C)([N+](C)(C)C)(C#[O+])(N=C=S)[H],ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1
326.5526,710.472,1183.2864,1653.8576,2294.478,2734.7209999999995,8221.0,12994.0,13792.0,15510.0,16034.0,13964.0,58.0,120.0,208.0,290.0,408.0,466.0,328.0,844.0,1304.0,1716.0,2050.0,2480.0,23.8197,62.7352,100.498,135.1568,168.1644,195.9182,326.5526,710.472,1183.2864,1653.8576,2294.478,2734.7209999999995,8221.0,12994.0,13792.0,15510.0,16034.0,13964.0,58.0,120.0,208.0,290.0,408.0,466.0,328.0,844.0,1304.0,1716.0,2050.0,2480.0,23.8197,62.7352,100.498,135.1568,168.1644,195.9182,326.5526,710.472,1183.2864,1653.8576,2294.478,2734.7209999999995,8221.0,12994.0,13792.0,15510.0,16034.0,13964.0,58.0,120.0,208.0,290.0,408.0,466.0,328.0,844.0,1304.0,1716.0,2050.0,2480.0,23.8197,62.7352,100.498,135.1568,168.1644,195.9182,0.9341,6.9,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([As+](C)(C)C)(C#[N+]C)(C#C[H])[H],ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1
175.3804,360.721,599.3062,878.5068,1233.0152,934.025,6853.0,8160.0,9422.0,7116.0,4104.0,2044.0,31.0,62.0,110.0,154.0,224.0,154.0,172.0,442.0,678.0,806.0,706.0,544.0,13.3685,34.7896,55.1162,70.517,71.2144,51.5548,175.3804,360.721,599.3062,878.5068,1233.0152,934.025,6853.0,8160.0,9422.0,7116.0,4104.0,2044.0,31.0,62.0,110.0,154.0,224.0,154.0,172.0,442.0,678.0,806.0,706.0,544.0,13.3685,34.7896,55.1162,70.517,71.2144,51.5548,175.3804,360.721,599.3062,878.5068,1233.0152,934.025,6853.0,8160.0,9422.0,7116.0,4104.0,2044.0,31.0,62.0,110.0,154.0,224.0,154.0,172.0,442.0,678.0,806.0,706.0,544.0,13.3685,34.7896,55.1162,70.517,71.2144,51.5548,1.0049,6.2,[Ir]([P+](C)(C)C)([p+]1ccccc1)(C#[N+][H])(C#N)[H],ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1
193.6715,411.861,724.095,871.576,1007.1514,1040.37,6839.0,6982.0,7620.0,8830.0,5878.0,2794.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,13.5159,33.7016,51.2808,61.9356,66.9174,56.5826,193.6715,411.861,724.095,871.576,1007.1514,1040.37,6839.0,6982.0,7620.0,8830.0,5878.0,2794.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,13.5159,33.7016,51.2808,61.9356,66.9174,56.5826,193.6715,411.861,724.095,871.576,1007.1514,1040.37,6839.0,6982.0,7620.0,8830.0,5878.0,2794.0,31.0,64.0,112.0,136.0,162.0,166.0,176.0,440.0,632.0,736.0,704.0,564.0,13.5159,33.7016,51.2808,61.9356,66.9174,56.5826,0.9403,15.6,[Ir]([C-]1N(C)C=CN(C)1)([n+]1ccccc1)(C#[O+])([Cl])[H],ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1
180.9483,365.401,721.1742,892.0238,1247.6506,721.0062,6503.0,5568.0,7474.0,6124.0,2478.0,1336.0,28.0,56.0,108.0,140.0,200.0,110.0,164.0,422.0,642.0,690.0,558.0,410.0,10.7756,27.4896,44.2876,57.0232,54.1392,34.835,180.9483,365.401,721.1742,892.0238,1247.6506,721.0062,6503.0,5568.0,7474.0,6124.0,2478.0,1336.0,28.0,56.0,108.0,140.0,200.0,110.0,164.0,422.0,642.0,690.0,558.0,410.0,10.7756,27.4896,44.2876,57.0232,54.1392,34.835,180.9483,365.401,721.1742,892.0238,1247.6506,721.0062,6503.0,5568.0,7474.0,6124.0,2478.0,1336.0,28.0,56.0,108.0,140.0,200.0,110.0,164.0,422.0,642.0,690.0,558.0,410.0,10.7756,27.4896,44.2876,57.0232,54.1392,34.835,0.9904,19.9,[Ir]([N+](C)(C)C)([N+]1=COCC1)(C#[O+])(F)[H],ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1
232.096,503.337,884.3548,1034.5324,1272.9288,1559.3794,6929.0,5862.0,8394.0,11844.0,7296.0,4402.0,38.0,78.0,138.0,164.0,208.0,252.0,216.0,534.0,766.0,946.0,1020.0,974.0,15.8713,39.1732,58.9372,73.4058,86.4888,86.7954,232.096,503.337,884.3548,1034.5324,1272.9288,1559.3794,6929.0,5862.0,8394.0,11844.0,7296.0,4402.0,38.0,78.0,138.0,164.0,208.0,252.0,216.0,534.0,766.0,946.0,1020.0,974.0,15.8713,39.1732,58.9372,73.4058,86.4888,86.7954,232.096,503.337,884.3548,1034.5324,1272.9288,1559.3794,6929.0,5862.0,8394.0,11844.0,7296.0,4402.0,38.0,78.0,138.0,164.0,208.0,252.0,216.0,534.0,766.0,946.0,1020.0,974.0,15.8713,39.1732,58.9372,73.4058,86.4888,86.7954,0.9144,20.5,[Ir]([n+]1ccncc1)([C-]1N(C)CCN(C)1)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-pyz_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
